"","harass5","emailmin","emailhr","educ","polviews","advfront","snapchat","instagrm","wrkstat"
"2182","No",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"2183",NA,0,1,16,"Liberal","Strongly agree","Yes","No","Unempl, laid off"
"2184",NA,0,6,12,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2185","No",NA,NA,12,"Moderate",NA,NA,NA,"Keeping house"
"2186","No",0,2,13,"Slghtly conservative",NA,"Yes","No","Working fulltime"
"2187",NA,0,20,13,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"2188",NA,0,10,19,"Moderate","Strongly agree","No","No","Working parttime"
"2189","No",NA,NA,19,"Moderate",NA,"No","Yes","Working fulltime"
"2190","No",0,5,18,"Slghtly conservative",NA,"No","No","Working fulltime"
"2191","No",NA,NA,17,"Conservative",NA,"No","No","Working fulltime"
"2192",NA,0,10,16,"Liberal","Agree",NA,NA,"Working fulltime"
"2193","No",NA,NA,18,"Extremely liberal",NA,"No","Yes","Working fulltime"
"2194","No",20,0,12,"Extremely liberal",NA,"No","Yes","Working fulltime"
"2195",NA,0,7,12,"Liberal","Strongly agree",NA,NA,"Retired"
"2196","No",NA,NA,18,"Slightly liberal",NA,"No","No","Working fulltime"
"2197",NA,0,1,20,"Extremely liberal","Disagree",NA,NA,"Working fulltime"
"2198","No",NA,NA,14,"Conservative",NA,NA,NA,"Retired"
"2199",NA,0,15,12,"Liberal","Strongly agree","No","Yes","Working fulltime"
"2200",NA,10,0,14,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"2201",NA,0,21,13,"Moderate","Agree","No","No","Retired"
"2202","No",0,10,16,"Extrmly conservative",NA,"Yes","Yes","Working parttime"
"2203",NA,0,14,12,"Slightly liberal","Agree",NA,NA,"Retired"
"2204","No",NA,NA,12,"Moderate",NA,NA,NA,"Keeping house"
"2205",NA,0,3,19,"Conservative","Disagree","No","No","Working fulltime"
"2206",NA,0,4,12,"Conservative","Agree",NA,NA,"Unempl, laid off"
"2207","No",0,4,13,"Liberal",NA,"Yes","No","Working fulltime"
"2208",NA,NA,NA,12,"Moderate","Disagree",NA,NA,"Retired"
"2209","No",NA,NA,10,"Moderate",NA,NA,NA,"Keeping house"
"2210",NA,30,0,12,"Moderate","Agree",NA,NA,"Retired"
"2211","No",NA,NA,17,"Moderate",NA,"No","No","Retired"
"2212",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2213",NA,0,0,15,"Extremely liberal","Strongly agree",NA,NA,"Retired"
"2214","No",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"2215","Yes",NA,NA,12,"Moderate",NA,NA,NA,"Keeping house"
"2216",NA,0,1,14,"Moderate","Agree",NA,NA,"Keeping house"
"2217",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Keeping house"
"2218",NA,1,0,10,"Extremely liberal","Strongly agree",NA,NA,"Working fulltime"
"2219",NA,0,8,12,"Moderate","Agree","Yes","Yes","Keeping house"
"2220",NA,NA,NA,12,"Slightly liberal","Strongly agree",NA,NA,"Other"
"2221","Yes",NA,NA,14,"Moderate",NA,"No","No","Working parttime"
"2222",NA,0,7,12,"Slightly liberal","Disagree",NA,NA,"Working fulltime"
"2223","No",NA,NA,13,"Moderate",NA,"No","No","Retired"
"2224",NA,30,1,12,"Slightly liberal","Strongly agree","No","No","Working parttime"
"2225",NA,0,10,14,"Moderate","Agree",NA,NA,"School"
"2226","No",NA,NA,17,"Liberal",NA,"No","No","Retired"
"2227",NA,0,8,12,"Conservative","Disagree",NA,NA,"Retired"
"2228","No",NA,NA,12,"Extrmly conservative",NA,NA,NA,"Retired"
"2229",NA,30,0,13,"Slightly liberal","Strongly agree",NA,NA,"Working fulltime"
"2230","Yes",NA,NA,12,NA,NA,"Yes","No","Temp not working"
"2231",NA,0,12,15,"Moderate","Agree","No","No","Working fulltime"
"2232","Yes",0,2,13,"Moderate",NA,"Yes","Yes","Working fulltime"
"2233","Does not apply (i do not have a job/superior/co-worker)",NA,NA,12,NA,NA,NA,NA,"Other"
"2234",NA,0,5,16,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"2235","No",NA,NA,10,"Extrmly conservative",NA,NA,NA,"Unempl, laid off"
"2236","No",NA,NA,11,"Moderate",NA,NA,NA,"Keeping house"
"2237",NA,30,0,14,"Moderate","Strongly agree","No","Yes","Working parttime"
"2238","No",NA,NA,11,"Extrmly conservative",NA,"Yes","Yes","Working parttime"
"2239","No",0,8,10,"Extrmly conservative",NA,"No","No","Working fulltime"
"2240","Yes",NA,NA,16,"Conservative",NA,"No","No","Working fulltime"
"2241",NA,30,0,12,"Slightly liberal","Agree","Yes","Yes","Working fulltime"
"2242",NA,0,7,15,"Conservative","Agree","No","No","Retired"
"2243","No",NA,NA,17,"Extrmly conservative",NA,"Yes","No","Working fulltime"
"2244","No",0,10,12,"Slghtly conservative",NA,"Yes","Yes","Unempl, laid off"
"2245",NA,0,5,12,"Extrmly conservative","Strongly agree",NA,NA,"Working parttime"
"2246",NA,0,2,14,"Slightly liberal","Strongly agree","No","Yes","Working parttime"
"2247","No",NA,NA,12,"Extrmly conservative",NA,NA,NA,"Working fulltime"
"2248","No",NA,NA,12,"Slghtly conservative",NA,NA,NA,"Working parttime"
"2249",NA,NA,NA,12,"Conservative","Strongly agree",NA,NA,"Retired"
"2250","No",NA,NA,12,"Moderate",NA,"No","No","Other"
"2251","No",0,3,12,"Slightly liberal",NA,"No","Yes","Working fulltime"
"2252",NA,0,1,12,"Moderate","Agree","No","Yes","Keeping house"
"2253","No",NA,NA,15,"Conservative",NA,NA,NA,"Unempl, laid off"
"2254","No",NA,NA,9,"Extrmly conservative",NA,NA,NA,"Retired"
"2255",NA,NA,NA,7,"Extremely liberal","Agree",NA,NA,"Working fulltime"
"2256",NA,NA,NA,7,"Slghtly conservative","Dont know",NA,NA,"Retired"
"2257","Does not apply (i do not have a job/superior/co-worker)",0,0,12,"Extremely liberal",NA,NA,NA,"Keeping house"
"2258",NA,0,0,10,"Extremely liberal","Agree",NA,NA,"Working parttime"
"2259","Yes",NA,NA,12,"Moderate",NA,NA,NA,"Working fulltime"
"2260","Does not apply (i do not have a job/superior/co-worker)",30,0,16,"Conservative",NA,NA,NA,"Keeping house"
"2261",NA,0,7,14,"Slghtly conservative","Agree","No","No","Keeping house"
"2262",NA,0,0,12,"Moderate","Disagree",NA,NA,"Other"
"2263","No",0,1,16,"Conservative",NA,"No","No","Working fulltime"
"2264","No",NA,NA,12,"Conservative",NA,"No","No","Working fulltime"
"2265",NA,0,1,11,"Moderate","Agree",NA,NA,"Working fulltime"
"2266","No",NA,NA,10,"Moderate",NA,NA,NA,"Retired"
"2267","No",30,0,13,"Moderate",NA,"Yes","Yes","School"
"2268",NA,0,10,14,"Slghtly conservative","Disagree",NA,NA,"Working fulltime"
"2269","Does not apply (i do not have a job/superior/co-worker)",NA,NA,14,"Slghtly conservative",NA,"No","No","Retired"
"2270","No",NA,NA,8,NA,NA,"Yes","Yes","Keeping house"
"2271",NA,0,0,12,"Slghtly conservative","Strongly agree",NA,NA,"Retired"
"2272",NA,0,2,12,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"2273",NA,NA,NA,13,"Conservative","Dont know",NA,NA,"Keeping house"
"2274",NA,0,10,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2275","No",NA,NA,10,"Slightly liberal",NA,"No","No","Working fulltime"
"2276",NA,0,0,11,"Moderate","Agree","No","No","Working fulltime"
"2277",NA,0,20,12,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2278","No",0,0,11,"Conservative",NA,NA,NA,"Working fulltime"
"2279",NA,0,5,20,"Slghtly conservative","Disagree",NA,NA,"Retired"
"2280","No",NA,NA,14,"Conservative",NA,"No","No","Working fulltime"
"2281",NA,0,4,16,"Extrmly conservative","Agree",NA,NA,"Working fulltime"
"2282",NA,0,1,11,"Extrmly conservative","Strongly agree","No","No","Working parttime"
"2283",NA,0,30,12,"Conservative","Agree",NA,NA,"Unempl, laid off"
"2284","No",NA,NA,16,"Conservative",NA,"No","No","Working fulltime"
"2285",NA,0,0,10,"Moderate","Agree",NA,NA,"Keeping house"
"2286",NA,NA,NA,11,"Extremely liberal","Agree",NA,NA,"Other"
"2287",NA,0,0,10,"Slightly liberal","Agree",NA,NA,"Working parttime"
"2288","Yes",NA,NA,11,"Moderate",NA,"Yes","No","Working parttime"
"2289",NA,0,21,6,"Moderate","Disagree",NA,NA,"Retired"
"2290","No",NA,NA,14,"Slightly liberal",NA,"No","No","Working fulltime"
"2291",NA,0,0,10,NA,"Strongly agree","No","No","Keeping house"
"2292","No",NA,NA,12,"Moderate",NA,NA,NA,"Working fulltime"
"2293","No",NA,NA,12,"Slghtly conservative",NA,NA,NA,"Working fulltime"
"2294",NA,0,3,12,"Moderate","Agree",NA,NA,"Retired"
"2295","Yes",NA,NA,13,"Conservative",NA,"Yes","Yes","Working fulltime"
"2296","No",NA,NA,12,"Conservative",NA,NA,NA,"Working fulltime"
"2297",NA,0,4,10,"Conservative","Agree","No","Yes","Retired"
"2298",NA,0,4,12,"Extrmly conservative","Agree",NA,NA,"Unempl, laid off"
"2299","No",0,2,10,"Slightly liberal",NA,"No","Yes","Keeping house"
"2300",NA,30,0,17,"Liberal","Strongly agree",NA,NA,"Retired"
"2301","No",NA,NA,14,"Moderate",NA,"No","No","Working fulltime"
"2302",NA,NA,NA,9,"Conservative",NA,NA,NA,"Keeping house"
"2303","No",0,1,15,"Slightly liberal",NA,"No","No","Working fulltime"
"2304",NA,NA,NA,6,"Slightly liberal","Agree",NA,NA,"Keeping house"
"2305","No",NA,NA,12,"Slightly liberal",NA,"No","No","Working fulltime"
"2306",NA,0,40,14,"Moderate","Agree","No","Yes","Working fulltime"
"2307",NA,0,2,14,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"2308",NA,0,3,11,"Moderate","Agree",NA,NA,"Working fulltime"
"2309","No",NA,NA,16,"Liberal",NA,NA,NA,"Working parttime"
"2310","No",NA,NA,6,"Moderate",NA,NA,NA,"Working fulltime"
"2311","Yes",0,0,14,"Slghtly conservative",NA,"No","No","Unempl, laid off"
"2312",NA,0,20,16,"Slightly liberal","Agree",NA,NA,"Retired"
"2313",NA,50,0,16,"Conservative","Agree",NA,NA,"Retired"
"2314","No",NA,NA,20,"Liberal",NA,"No","No","Retired"
"2315",NA,0,4,11,"Moderate","Disagree",NA,NA,"Unempl, laid off"
"2316",NA,10,0,15,"Moderate","Disagree","No","No","Keeping house"
"2317",NA,30,0,14,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"2318","No",NA,NA,16,"Liberal",NA,"Yes","No","Working fulltime"
"2319",NA,0,7,14,"Conservative","Agree","No","No","Working fulltime"
"2320",NA,30,0,12,"Slghtly conservative","Agree",NA,NA,"Retired"
"2321","No",0,2,14,"Liberal",NA,"No","No","Working fulltime"
"2322",NA,0,4,12,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"2323",NA,0,6,16,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"2324",NA,0,1,14,"Conservative","Agree",NA,NA,"Working fulltime"
"2325","No",NA,NA,16,"Moderate",NA,"No","Yes","School"
"2326",NA,0,30,19,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2327",NA,0,1,12,"Conservative","Agree","No","No","Keeping house"
"2328","No",NA,NA,16,"Conservative",NA,"No","No","Retired"
"2329","Does not apply (i do not have a job/superior/co-worker)",NA,NA,8,"Moderate",NA,NA,NA,"Other"
"2330","No",NA,NA,12,"Slightly liberal",NA,NA,NA,"Retired"
"2331","No",NA,NA,13,"Conservative",NA,NA,NA,"Retired"
"2332",NA,NA,NA,15,"Moderate","Agree",NA,NA,"Keeping house"
"2333",NA,0,3,16,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"2334","Yes",NA,NA,9,"Slghtly conservative",NA,"No","No","Working fulltime"
"2335","No",NA,NA,12,"Moderate",NA,"No","No","Temp not working"
"2336",NA,0,1,17,"Slightly liberal","Strongly agree","No","No","Working parttime"
"2337",NA,0,10,16,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2338","No",NA,NA,11,"Extrmly conservative",NA,"No","No","Retired"
"2339",NA,0,30,10,NA,"Strongly disagree",NA,NA,"Working parttime"
"2340",NA,0,1,18,"Conservative","Disagree","No","No","Working fulltime"
"2341",NA,0,2,20,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"2342","Does not apply (i do not have a job/superior/co-worker)",NA,NA,16,"Moderate",NA,NA,NA,"Retired"
"2343",NA,0,0,14,"Moderate","Disagree","No","No","Retired"
"2344",NA,0,1,12,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"2345","No",NA,NA,12,"Slghtly conservative",NA,NA,NA,"Working fulltime"
"2346",NA,0,4,11,"Moderate","Agree","Yes","Yes","Working fulltime"
"2347","No",NA,NA,20,"Liberal",NA,NA,NA,"Other"
"2348","No",0,2,18,"Slghtly conservative",NA,"No","No","Working fulltime"
"2349",NA,0,5,18,"Moderate","Agree",NA,NA,"Working fulltime"
"2350",NA,0,4,14,"Moderate","Agree","No","Yes","Working parttime"
"2351","No",NA,NA,18,"Slightly liberal",NA,"No","No","Retired"
"2352","No",0,50,16,"Liberal",NA,"No","No","Working fulltime"
"2353","No",NA,NA,16,"Conservative",NA,"Yes","No","Working parttime"
"2354",NA,0,25,19,"Conservative","Strongly agree","No","Yes","Working fulltime"
"2355",NA,0,60,16,"Conservative","Agree",NA,NA,"Temp not working"
"2356","No",NA,NA,12,"Slghtly conservative",NA,"No","Yes","Working parttime"
"2357","No",NA,NA,11,"Conservative",NA,NA,NA,"Retired"
"2358",NA,0,2,16,"Moderate","Disagree","No","No","Working fulltime"
"2359",NA,0,1,16,"Slghtly conservative","Disagree",NA,NA,"Retired"
"2360","Yes",NA,NA,18,"Conservative",NA,"Yes","Yes","Working fulltime"
"2361","No",NA,NA,18,"Moderate",NA,"No","No","Working fulltime"
"2362","No",0,15,16,"Conservative",NA,"No","No","Working fulltime"
"2363","Yes",0,100,13,"Moderate",NA,NA,NA,"Working parttime"
"2364","No",NA,NA,16,"Liberal",NA,"No","No","Working fulltime"
"2365",NA,0,20,9,"Conservative","Disagree",NA,NA,"Other"
"2366","No",NA,NA,16,"Liberal",NA,NA,NA,"Retired"
"2367","No",0,0,6,"Slghtly conservative",NA,"No","No","Retired"
"2368",NA,0,20,18,"Liberal","Agree",NA,NA,"Working fulltime"
"2369","Does not apply (i do not have a job/superior/co-worker)",NA,NA,13,"Extremely liberal",NA,NA,NA,"Keeping house"
"2370",NA,30,0,12,"Extrmly conservative","Agree","No","No","Retired"
"2371","No",NA,NA,12,"Conservative",NA,"No","No","Working parttime"
"2372","No",0,0,12,"Moderate",NA,NA,NA,"Keeping house"
"2373",NA,0,10,13,"Conservative","Disagree",NA,NA,"Working fulltime"
"2374",NA,0,0,10,"Moderate","Agree","No","Yes","Keeping house"
"2375","No",NA,NA,13,"Moderate",NA,"Yes","Yes","Unempl, laid off"
"2376","Yes",NA,NA,14,"Moderate",NA,"No","No","Working fulltime"
"2377",NA,20,0,12,"Slightly liberal","Agree","No","No","Temp not working"
"2378","No",0,1,14,"Slightly liberal",NA,"No","No","Working parttime"
"2379",NA,0,0,12,NA,"Agree",NA,NA,"Working fulltime"
"2380",NA,0,20,20,"Liberal","Agree","No","No","Working fulltime"
"2381","No",NA,NA,4,"Liberal",NA,NA,NA,"Working parttime"
"2382","Yes",NA,NA,15,"Conservative",NA,"No","No","Working parttime"
"2383",NA,0,5,12,"Moderate","Agree","No","No","School"
"2384",NA,NA,NA,12,"Moderate","Dont know",NA,NA,"Keeping house"
"2385","No",NA,NA,1,"Moderate",NA,NA,NA,"Working fulltime"
"2386",NA,NA,NA,6,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"2387","No",NA,NA,11,"Conservative",NA,NA,NA,"Unempl, laid off"
"2388","No",0,1,12,"Liberal",NA,"No","No","School"
"2389","No",NA,NA,12,"Moderate",NA,NA,NA,"Working parttime"
"2390",NA,0,0,12,"Moderate","Strongly agree",NA,NA,"Working parttime"
"2391","No",NA,NA,16,"Moderate",NA,"Yes","Yes","Working fulltime"
"2392",NA,30,0,14,"Moderate","Agree",NA,NA,"Retired"
"2393",NA,0,10,14,"Slightly liberal","Agree","No","Yes","Working fulltime"
"2394",NA,0,0,9,"Liberal","Agree",NA,NA,"Working fulltime"
"2395","No",NA,NA,11,"Moderate",NA,"No","No","Retired"
"2396",NA,30,0,13,"Slghtly conservative","Dont know","No","Yes","Keeping house"
"2397",NA,10,0,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2398","Yes",0,1,11,"Moderate",NA,NA,NA,"Working fulltime"
"2399",NA,0,21,16,"Slightly liberal","Strongly agree",NA,NA,"Working parttime"
"2400","No",NA,NA,12,"Moderate",NA,"No","Yes","Unempl, laid off"
"2401",NA,0,3,12,"Slghtly conservative","Agree","Yes","Yes","Unempl, laid off"
"2402","No",NA,NA,6,"Moderate",NA,NA,NA,"Keeping house"
"2403",NA,0,0,15,NA,"Agree",NA,NA,"Keeping house"
"2404","No",NA,NA,16,"Slightly liberal",NA,NA,NA,"Working fulltime"
"2405",NA,0,1,6,"Moderate","Agree",NA,NA,"Working fulltime"
"2406",NA,0,25,13,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"2407","No",NA,NA,11,"Moderate",NA,"No","No","Working parttime"
"2408",NA,0,5,15,"Extremely liberal","Strongly agree",NA,NA,"Retired"
"2409","No",0,2,14,"Moderate",NA,NA,NA,"Keeping house"
"2410",NA,0,1,8,"Slghtly conservative","Agree",NA,NA,"Working parttime"
"2411",NA,0,3,15,"Conservative","Agree",NA,NA,"Keeping house"
"2412",NA,NA,NA,20,"Slghtly conservative","Strongly agree",NA,NA,"Retired"
"2413","Yes",0,1,12,"Conservative",NA,"No","No","Keeping house"
"2414",NA,30,0,16,"Extrmly conservative","Agree","No","No","Working fulltime"
"2415",NA,0,5,16,"Extremely liberal","Agree",NA,NA,"Working fulltime"
"2416","No",NA,NA,13,"Slightly liberal",NA,"No","No","Retired"
"2417",NA,0,1,12,"Extrmly conservative","Agree",NA,NA,"Working fulltime"
"2418",NA,NA,NA,12,"Extrmly conservative","Agree",NA,NA,"Retired"
"2419","No",0,1,20,"Moderate",NA,"No","No","Working fulltime"
"2420",NA,0,0,12,"Liberal","Agree",NA,NA,"Retired"
"2421",NA,0,1,14,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"2422","No",NA,NA,17,"Slightly liberal",NA,"No","Yes","Working fulltime"
"2423","Yes",NA,NA,12,"Moderate",NA,NA,NA,"Working parttime"
"2424",NA,0,48,12,NA,"Agree","Yes","Yes","Unempl, laid off"
"2425",NA,30,0,17,"Liberal","Agree",NA,NA,"Working fulltime"
"2426","No",NA,NA,12,"Conservative",NA,"No","No","Working fulltime"
"2427","No",NA,NA,20,"Moderate",NA,"No","No","Working fulltime"
"2428",NA,0,30,13,"Liberal","Strongly agree","No","No","Unempl, laid off"
"2429",NA,0,5,18,"Liberal","Strongly agree",NA,NA,"Retired"
"2430","Yes",NA,NA,16,"Liberal",NA,"No","No","Working fulltime"
"2431","No",0,20,20,"Slghtly conservative",NA,"Yes","Yes","Working fulltime"
"2432",NA,NA,NA,11,"Extremely liberal","Strongly agree",NA,NA,"Retired"
"2433",NA,0,0,14,"Slightly liberal","Agree","No","No","Keeping house"
"2434",NA,0,2,16,"Conservative","Strongly agree",NA,NA,"Retired"
"2435","No",0,0,10,"Conservative",NA,"No","No","Retired"
"2436",NA,5,0,14,"Slghtly conservative","Agree",NA,NA,"School"
"2437",NA,0,5,17,"Liberal","Strongly agree","Yes","Yes","Temp not working"
"2438",NA,0,1,16,"Slghtly conservative","Agree",NA,NA,"Working parttime"
"2439","Yes",NA,NA,19,"Liberal",NA,"No","No","Keeping house"
"2440",NA,30,0,15,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2441","Yes",NA,NA,16,"Slightly liberal",NA,"No","No","Working fulltime"
"2442",NA,0,3,16,"Slghtly conservative","Agree","No","No","Working parttime"
"2443",NA,0,1,17,"Liberal","Strongly agree",NA,NA,"Retired"
"2444","Yes",NA,NA,15,"Moderate",NA,"Yes","No","School"
"2445","Yes",NA,NA,15,"Liberal",NA,"Yes","Yes","School"
"2446","No",NA,NA,18,"Liberal",NA,"No","No","Working fulltime"
"2447","No",0,3,15,"Liberal",NA,"Yes","No","School"
"2448",NA,0,2,15,"Moderate","Strongly agree",NA,NA,"Working parttime"
"2449",NA,0,1,17,"Extrmly conservative","Agree","No","No","Keeping house"
"2450",NA,30,0,13,"Extrmly conservative","Disagree",NA,NA,"Retired"
"2451","No",NA,NA,9,"Moderate",NA,NA,NA,"Working fulltime"
"2452","No",0,0,12,"Extremely liberal",NA,NA,NA,"Working parttime"
"2453",NA,0,1,15,"Slightly liberal","Strongly agree",NA,NA,"School"
"2454","No",15,0,13,"Slghtly conservative",NA,"No","Yes","Unempl, laid off"
"2455",NA,0,10,13,"Moderate","Strongly agree",NA,NA,"Retired"
"2456",NA,0,0,14,"Slightly liberal","Strongly agree","No","No","Working fulltime"
"2457","No",NA,NA,10,"Conservative",NA,"No","No","Retired"
"2458","No",0,20,14,"Slghtly conservative",NA,"No","No","Working fulltime"
"2459","Does not apply (i do not have a job/superior/co-worker)",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"2460",NA,30,0,14,"Liberal","Disagree","No","Yes","Retired"
"2461","No",30,0,12,"Moderate",NA,"No","No","Working parttime"
"2462","Yes",NA,NA,14,"Extrmly conservative",NA,"Yes","Yes","Working parttime"
"2463",NA,0,4,19,"Slghtly conservative","Agree","No","No","Working fulltime"
"2464","No",NA,NA,13,"Extremely liberal",NA,"Yes","Yes","School"
"2465",NA,0,4,11,"Slightly liberal","Agree",NA,NA,"Working parttime"
"2466",NA,NA,NA,12,"Slghtly conservative","Agree",NA,NA,"Retired"
"2467",NA,0,6,20,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"2468","Yes",NA,NA,15,"Slightly liberal",NA,"Yes","Yes","School"
"2469",NA,0,1,16,"Liberal","Agree",NA,NA,"Retired"
"2470",NA,NA,NA,12,"Extremely liberal","Agree",NA,NA,"Keeping house"
"2471",NA,NA,NA,7,"Liberal","Agree",NA,NA,"Keeping house"
"2472","No",0,10,16,"Slghtly conservative",NA,"Yes","Yes","Working fulltime"
"2473","No",NA,NA,12,"Liberal",NA,"Yes","No","Working fulltime"
"2474",NA,30,1,14,"Slightly liberal","Agree","No","No","Working parttime"
"2475",NA,NA,NA,14,"Slightly liberal","Agree",NA,NA,"Keeping house"
"2476",NA,0,2,14,"Moderate","Agree","No","No","Working fulltime"
"2477",NA,0,20,16,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"2478",NA,0,25,20,"Extremely liberal","Strongly agree","No","No","Working fulltime"
"2479",NA,0,1,12,"Moderate","Strongly agree",NA,NA,"Temp not working"
"2480","Yes",NA,NA,3,"Conservative",NA,NA,NA,"Working fulltime"
"2481",NA,0,4,15,"Conservative","Agree",NA,NA,"Retired"
"2482","Does not apply (i do not have a job/superior/co-worker)",0,2,12,"Slghtly conservative",NA,NA,NA,"Retired"
"2483",NA,NA,NA,14,NA,"Dont know",NA,NA,"Retired"
"2484","No",NA,NA,14,"Conservative",NA,"No","No","Retired"
"2485",NA,NA,NA,12,"Slghtly conservative","Agree",NA,NA,"Retired"
"2486","No",NA,NA,12,"Slghtly conservative",NA,"No","No","Working fulltime"
"2487",NA,0,2,12,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"2488","Does not apply (i do not have a job/superior/co-worker)",NA,NA,10,"Moderate",NA,NA,NA,"Retired"
"2489",NA,30,0,14,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"2490","No",NA,NA,19,"Moderate",NA,"No","No","Temp not working"
"2491","No",NA,NA,14,"Slghtly conservative",NA,"No","No","Working fulltime"
"2492",NA,0,0,10,"Slghtly conservative","Strongly agree",NA,NA,"Retired"
"2493","Does not apply (i do not have a job/superior/co-worker)",NA,NA,20,"Moderate",NA,"No","No","Retired"
"2494","Does not apply (i do not have a job/superior/co-worker)",NA,NA,13,"Conservative",NA,NA,NA,"Keeping house"
"2495",NA,NA,NA,12,"Moderate","Disagree",NA,NA,"Retired"
"2496",NA,0,10,13,"Conservative","Agree",NA,NA,"Working fulltime"
"2497","No",NA,NA,6,"Slightly liberal",NA,NA,NA,"Keeping house"
"2498","No",5,0,13,"Conservative",NA,"Yes","Yes","Working parttime"
"2499",NA,0,1,12,"Extrmly conservative","Disagree",NA,NA,"Working fulltime"
"2500",NA,30,0,14,"Conservative","Agree","Yes","Yes","Working parttime"
"2501",NA,0,3,15,"Moderate","Agree",NA,NA,"Keeping house"
"2502","No",NA,NA,20,"Liberal",NA,"No","No","Working fulltime"
"2503","Does not apply (i do not have a job/superior/co-worker)",5,0,9,"Moderate",NA,NA,NA,"Retired"
"2504",NA,0,0,10,"Slightly liberal","Strongly agree",NA,NA,"Working parttime"
"2505",NA,10,0,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2506","No",NA,NA,12,"Moderate",NA,"No","No","Keeping house"
"2507","No",15,0,11,"Extremely liberal",NA,"No","No","Keeping house"
"2508",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Working fulltime"
"2509","No",NA,NA,13,"Slghtly conservative",NA,"No","No","Working fulltime"
"2510",NA,0,0,11,"Slghtly conservative","Agree",NA,NA,"Other"
"2511","No",NA,NA,12,"Liberal",NA,"No","No","Keeping house"
"2512","No",15,0,13,"Liberal",NA,"No","Yes","Working parttime"
"2513",NA,0,2,14,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"2514","No",NA,NA,14,"Moderate",NA,"Yes","No","Working fulltime"
"2515",NA,5,0,14,"Conservative","Agree","No","No","Working fulltime"
"2516",NA,0,0,8,"Extrmly conservative","Agree",NA,NA,"Keeping house"
"2517","No",NA,NA,14,"Slghtly conservative",NA,"No","No","Unempl, laid off"
"2518","No",20,0,12,"Moderate",NA,"No","No","Working fulltime"
"2519","No",NA,NA,17,"Moderate",NA,"No","No","Working fulltime"
"2520",NA,0,42,14,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"2521","No",NA,NA,12,NA,NA,"Yes","Yes","Keeping house"
"2522",NA,0,0,12,"Moderate","Agree","Yes","Yes","Working fulltime"
"2523",NA,0,10,14,"Conservative","Agree",NA,NA,"Retired"
"2524","No",NA,NA,14,"Moderate",NA,"No","No","School"
"2525",NA,2,0,14,"Moderate","Agree",NA,NA,"Keeping house"
"2526",NA,0,50,13,"Moderate","Agree","Yes","Yes","Working fulltime"
"2527",NA,0,20,13,"Moderate","Agree",NA,NA,"Working fulltime"
"2528","No",NA,NA,13,"Slghtly conservative",NA,"No","No","Working fulltime"
"2529",NA,0,5,10,"Moderate","Agree",NA,NA,"Retired"
"2530",NA,0,1,12,"Moderate","Strongly agree","No","Yes","Keeping house"
"2531",NA,0,0,14,NA,"Agree","Yes","Yes","Keeping house"
"2532",NA,0,7,17,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"2533",NA,20,0,2,"Extrmly conservative","Strongly disagree",NA,NA,"Retired"
"2534","Yes",NA,NA,12,"Liberal",NA,NA,NA,"Working fulltime"
"2535",NA,0,30,15,"Slghtly conservative","Strongly agree",NA,NA,"Working fulltime"
"2536",NA,0,10,12,"Slghtly conservative","Strongly disagree","No","No","Working fulltime"
"2537","No",NA,NA,8,NA,NA,"No","No","Working fulltime"
"2538","No",0,25,13,"Slghtly conservative",NA,"No","No","Working fulltime"
"2539","No",NA,NA,14,"Slightly liberal",NA,NA,NA,"Working fulltime"
