species,body_mass,forearm,age,sex,year
Artibeus obscurus,39,60.2,adult,male,2014
Artibeus obscurus,32,57.3,juvenile,male,2014
Artibeus obscurus,33,60.9,juvenile,male,2014
Artibeus obscurus,38,61.8,juvenile,female,2014
Artibeus obscurus,35,61.1,adult,female,2014
Artibeus obscurus,42,60.7,adult,female,2014
Artibeus obscurus,41,60.6,adult,male,2014
Artibeus obscurus,35,57.7,adult,male,2014
Artibeus obscurus,42,60,adult,male,2014
Artibeus obscurus,36,59.4,adult,male,2014
Artibeus obscurus,39,59.6,adult,male,2014
Artibeus obscurus,31,58.9,juvenile,male,2014
Artibeus obscurus,37,57.7,adult,male,2014
Artibeus obscurus,34,59.3,juvenile,male,2014
Artibeus obscurus,36,60.2,juvenile,female,2014
Artibeus obscurus,35,55.9,adult,male,2014
Artibeus obscurus,34,58.3,juvenile,female,2014
Artibeus obscurus,34,57.5,juvenile,female,2014
Artibeus obscurus,37,61.2,adult,male,2014
Artibeus obscurus,43,57.3,adult,female,2014
Artibeus obscurus,32,58.6,juvenile,male,2014
Artibeus obscurus,29,57.7,juvenile,male,2014
Artibeus obscurus,32,58.7,juvenile,male,2014
Artibeus obscurus,40,60.1,adult,male,2014
Artibeus obscurus,36,58.2,adult,male,2014
Artibeus obscurus,40,58,adult,female,2014
Artibeus obscurus,36,57.3,adult,female,2014
Artibeus obscurus,38,56.7,adult,male,2014
Artibeus obscurus,35,55.9,adult,male,2014
Artibeus obscurus,45,59.9,adult,female,2014
Artibeus obscurus,43,58.5,adult,male,2014
Artibeus obscurus,37,57.2,adult,male,2014
Artibeus obscurus,37,56.1,adult,male,2014
Artibeus obscurus,42,60.4,adult,male,2014
Artibeus obscurus,40,61.1,adult,male,2014
Artibeus obscurus,35,57.9,adult,male,2014
Artibeus obscurus,53,66.9,adult,male,2014
Artibeus obscurus,43,57.3,adult,female,2014
Artibeus obscurus,44,59.5,adult,female,2014
Artibeus obscurus,39,57.4,adult,male,2014
Artibeus obscurus,38,58.4,adult,male,2014
Artibeus obscurus,41,58.3,adult,male,2014
Artibeus obscurus,41,58,adult,male,2014
Artibeus obscurus,40,59.1,adult,female,2014
Artibeus obscurus,37,57.2,adult,male,2014
Artibeus obscurus,37,57.8,adult,male,2014
Artibeus obscurus,36,62.5,adult,male,2014
Artibeus obscurus,35,57.6,adult,female,2014
Artibeus obscurus,37,57.1,adult,female,2014
Artibeus obscurus,39,57.2,adult,male,2014
Artibeus obscurus,36,57.5,adult,female,2014
Artibeus obscurus,41,58.9,adult,female,2014
Artibeus obscurus,36,59.1,adult,male,2014
Artibeus obscurus,39,55.8,adult,male,2014
Artibeus obscurus,38,58.5,adult,male,2014
Artibeus obscurus,40,58.6,adult,female,2014
Artibeus obscurus,43,57.9,adult,female,2014
Artibeus obscurus,46,58.5,adult,female,2014
Artibeus obscurus,39,58.3,adult,male,2014
Artibeus obscurus,40,55.9,adult,male,2014
Artibeus obscurus,43,55.4,adult,female,2014
Artibeus obscurus,42,59.4,adult,female,2014
Artibeus obscurus,35,59.2,adult,male,2014
Artibeus obscurus,41,60.5,adult,male,2014
Artibeus obscurus,34,56.9,adult,female,2014
Artibeus obscurus,33,58.2,adult,male,2014
Artibeus obscurus,42,62.8,adult,male,2014
Artibeus obscurus,30,56.1,adult,male,2014
Artibeus obscurus,34,57.9,adult,female,2014
Artibeus obscurus,36,55.3,adult,male,2014
Artibeus obscurus,41,58.5,adult,female,2014
Artibeus obscurus,40,58.3,adult,male,2014
Artibeus obscurus,42,59.9,adult,female,2014
Artibeus obscurus,36,57,adult,male,2014
Artibeus obscurus,39,59.4,adult,female,2014
Artibeus obscurus,44,59.1,adult,female,2014
Artibeus obscurus,36,58.9,adult,male,2014
Artibeus obscurus,33,57.1,adult,female,2014
Artibeus obscurus,40,61.9,adult,male,2014
Artibeus obscurus,34,59.7,adult,male,2014
Artibeus obscurus,39,60.1,adult,male,2014
Artibeus obscurus,34,57.7,adult,female,2014
Artibeus obscurus,36,58.7,adult,male,2014
Artibeus obscurus,36,57.8,adult,male,2014
Artibeus obscurus,37,60,adult,male,2014
Artibeus obscurus,43,59.8,adult,female,2014
Artibeus obscurus,32,55.1,adult,female,2014
Artibeus obscurus,39,54.3,adult,female,2014
Artibeus obscurus,35,58.9,adult,female,2014
Artibeus obscurus,41,57.9,adult,male,2014
Artibeus obscurus,38,61,adult,male,2014
Artibeus obscurus,36,57.9,adult,male,2014
Artibeus obscurus,42,59.9,adult,female,2014
Artibeus obscurus,38,58.2,adult,male,2014
Artibeus obscurus,42,59.8,adult,male,2014
Artibeus obscurus,40,57.1,adult,female,2014
Artibeus obscurus,38,57.6,adult,female,2014
Artibeus obscurus,39,60.5,adult,male,2014
Artibeus obscurus,36,60.5,adult,male,2014
Artibeus obscurus,33,57.5,adult,male,2014
Artibeus obscurus,39,60.1,adult,male,2014
Artibeus obscurus,39,61,adult,male,2014
Artibeus obscurus,37,57.9,adult,male,2014
Artibeus obscurus,41,59.7,adult,male,2014
Artibeus obscurus,34,57.4,adult,male,2014
Artibeus obscurus,41,59.1,adult,male,2014
Artibeus obscurus,39,60.1,adult,male,2014
Artibeus obscurus,34,59.5,adult,male,2014
Artibeus obscurus,34,56.9,adult,male,2012
Artibeus obscurus,50,58.8,adult,female,2012
Artibeus obscurus,29,57,adult,male,2013
Artibeus obscurus,35,54.6,adult,male,2013
Artibeus obscurus,30,56.8,adult,female,2013
Artibeus obscurus,33,57.6,adult,female,2013
Artibeus obscurus,32,60,adult,male,2013
Artibeus obscurus,39,59.9,adult,male,2013
Artibeus obscurus,36,59.6,adult,male,2013
Artibeus obscurus,50,59.1,adult,female,2013
Artibeus obscurus,40,59.4,adult,female,2013
Artibeus obscurus,28,57.8,adult,female,2013
Artibeus obscurus,30,60.4,adult,female,2013
Artibeus obscurus,36,57.5,juvenile,female,2013
Artibeus obscurus,40,57.3,adult,male,2013
Artibeus obscurus,40,59.3,adult,female,2013
Artibeus obscurus,42,57.2,adult,male,2013
Artibeus obscurus,44,56.6,adult,female,2013
Artibeus obscurus,35,56.7,adult,male,2011
Artibeus obscurus,42,58.9,adult,female,2011
Artibeus obscurus,40,53.3,adult,male,2011
Artibeus obscurus,39,60,adult,female,2011
Artibeus obscurus,40,58.1,adult,male,2012
Artibeus obscurus,33,58.5,adult,female,2012
Artibeus obscurus,28,59.5,adult,female,2012
Artibeus obscurus,27,55.95,adult,female,2012
Artibeus obscurus,30,58.1,adult,female,2012
Artibeus obscurus,36,58.9,adult,female,2012
Artibeus obscurus,34,58.2,adult,female,2012
Artibeus obscurus,38,51.6,adult,male,2012
Artibeus obscurus,39,57.5,adult,female,2012
Artibeus obscurus,37,58.4,adult,male,2012
Artibeus obscurus,32,59,adult,female,2012
Artibeus obscurus,42,60.2,adult,male,2012
Artibeus obscurus,41,59,adult,female,2012
Artibeus obscurus,32,56.95,adult,male,2012
Artibeus obscurus,36,56.8,adult,male,2012
Artibeus obscurus,40,59.6,adult,male,2012
Artibeus obscurus,37,58.2,adult,female,2012
Artibeus obscurus,40,58.9,adult,male,2012
Artibeus obscurus,36,56.7,adult,male,2012
Artibeus obscurus,40,59.6,adult,male,2012
Artibeus obscurus,48,61,adult,male,2012
Artibeus obscurus,42,58.7,adult,male,2012
Artibeus obscurus,38,59,adult,female,2012
Artibeus obscurus,35,56.1,adult,male,2012
Artibeus obscurus,36,56.05,adult,male,2012
Artibeus obscurus,40,59.5,adult,male,2012
Artibeus obscurus,53,58.5,adult,male,2012
Artibeus obscurus,36,56.2,adult,male,2012
Artibeus obscurus,41,57.5,adult,female,2012
Artibeus planirostris,45.5,61.65,adult,female,2011
Artibeus planirostris,56,58.23,adult,female,2011
Artibeus planirostris,45,62.38,adult,male,2011
Artibeus planirostris,40,59.22,adult,female,2011
Artibeus planirostris,44,63.42,adult,female,2011
Artibeus planirostris,41.5,57.75,adult,male,2011
Artibeus planirostris,38,56.24,adult,male,2011
Artibeus planirostris,42,61.62,adult,female,2011
Artibeus planirostris,40.5,60.69,adult,male,2012
Artibeus planirostris,40.5,59.41,adult,male,2012
Artibeus planirostris,45,60.08,adult,male,2012
Artibeus planirostris,45.5,61.22,adult,female,2012
Artibeus planirostris,43,58.9,adult,female,2012
Artibeus planirostris,50,58.98,adult,female,2012
Artibeus planirostris,40,59.27,adult,male,2012
Artibeus planirostris,49.5,60.96,adult,female,2012
Artibeus planirostris,36,59.45,adult,male,2012
Artibeus planirostris,42,60.6,adult,male,2012
Artibeus planirostris,39.5,61.74,adult,male,2012
Artibeus planirostris,40,61.8,juvenile,male,2012
Artibeus planirostris,48,59.45,adult,female,2012
Artibeus planirostris,44,59.04,adult,female,2012
Artibeus planirostris,42,57.51,adult,male,2012
Artibeus planirostris,41,56.48,adult,male,2012
Artibeus planirostris,45,60.43,adult,male,2012
Artibeus planirostris,44,59.37,adult,male,2012
Artibeus planirostris,39,58.78,adult,male,2012
Artibeus planirostris,37,57.89,adult,male,2012
Artibeus planirostris,39,56.85,adult,female,2012
Artibeus planirostris,42,57.59,adult,male,2012
Artibeus planirostris,38,60.16,adult,male,2012
Artibeus planirostris,38,60.09,juvenile,male,2012
Artibeus planirostris,44.5,61.23,adult,male,2012
Artibeus planirostris,41,61.46,adult,male,2012
Artibeus planirostris,47,61.81,adult,female,2012
Artibeus planirostris,43.5,56.78,adult,female,2012
Artibeus planirostris,39,60.86,adult,male,2012
Artibeus planirostris,38,57.29,adult,male,2012
Artibeus planirostris,46,60.99,adult,male,2012
Artibeus planirostris,44,59.23,adult,female,2012
Artibeus planirostris,47,60.9,adult,female,2012
Artibeus planirostris,44,60.11,adult,male,2012
Artibeus planirostris,45,61.31,adult,female,2012
Artibeus planirostris,43,61.35,adult,male,2012
Artibeus planirostris,37,59.21,adult,male,2012
Artibeus planirostris,38,59.79,adult,male,2012
Artibeus planirostris,49,58.37,adult,female,2012
Artibeus planirostris,45,60.88,adult,female,2012
Artibeus planirostris,44,60.76,adult,female,2012
Artibeus planirostris,43,58.94,adult,male,2012
Artibeus planirostris,45.5,60.15,adult,male,2012
Artibeus planirostris,46,55.79,adult,female,2012
Artibeus planirostris,47.5,60.1,adult,female,2012
Artibeus planirostris,44,61.17,adult,female,2012
Artibeus planirostris,41,59.75,adult,male,2012
Artibeus planirostris,44,57.97,adult,male,2012
Artibeus planirostris,44,60.04,adult,male,2012
Artibeus planirostris,37,58.6,adult,male,2012
Artibeus planirostris,40,56.24,adult,female,2012
Artibeus planirostris,46,61.89,adult,male,2012
Artibeus planirostris,50.5,61.32,adult,female,2012
Artibeus planirostris,44,57.63,adult,male,2012
Artibeus planirostris,51,61.46,adult,female,2012
Artibeus planirostris,46.5,61.55,adult,male,2012
Artibeus planirostris,50,61.75,adult,female,2012
Artibeus planirostris,45.5,61.38,adult,male,2012
Artibeus planirostris,45.5,60.79,adult,male,2012
Artibeus planirostris,40.5,57.97,adult,male,2012
Artibeus planirostris,44.5,59.94,adult,male,2012
Artibeus planirostris,42,59.48,adult,male,2012
Artibeus planirostris,54,61.5,adult,female,2012
Artibeus planirostris,54,57.78,adult,female,2012
Artibeus planirostris,44,62.78,adult,male,2012
Artibeus planirostris,42,60.83,adult,male,2012
Artibeus planirostris,45,59.77,adult,male,2012
Artibeus planirostris,47,63.53,adult,female,2012
Artibeus planirostris,44,61.28,adult,male,2012
Artibeus planirostris,45,61.11,adult,male,2012
Artibeus planirostris,30,50.92,juvenile,female,2012
Artibeus planirostris,39.5,59.1,adult,male,2012
Artibeus planirostris,43,60.42,adult,male,2012
Artibeus planirostris,39,58.65,adult,male,2012
Artibeus planirostris,41,57.8,adult,male,2012
Artibeus planirostris,50,61.94,adult,male,2012
Artibeus planirostris,46,61.63,adult,female,2012
Artibeus planirostris,50.5,61.64,adult,female,2012
Artibeus planirostris,47,60.8,adult,male,2012
Artibeus planirostris,49,58.83,adult,female,2012
Artibeus planirostris,45.5,60.44,adult,male,2012
Artibeus planirostris,42.5,57.66,adult,female,2012
Artibeus planirostris,36,60.89,juvenile,male,2012
Artibeus planirostris,41,59.98,adult,female,2012
Artibeus planirostris,47,57.88,adult,female,2012
Artibeus planirostris,40.5,62.22,adult,male,2012
Artibeus planirostris,44.5,61.05,adult,male,2012
Artibeus planirostris,41,58.39,adult,female,2012
Artibeus planirostris,41,54.43,adult,female,2012
Artibeus planirostris,40,58.69,adult,male,2012
Artibeus planirostris,48,59.14,adult,female,2012
Artibeus planirostris,42.5,54.34,adult,female,2012
Artibeus planirostris,43.5,61.48,adult,male,2012
Artibeus planirostris,45,58.82,adult,male,2012
Artibeus planirostris,45,60.47,adult,male,2012
Artibeus planirostris,45,59.96,adult,male,2012
Artibeus planirostris,50,60,adult,female,2012
Artibeus planirostris,44,60.1,adult,female,2012
Artibeus planirostris,42.5,61.53,adult,male,2012
Artibeus planirostris,38,58.78,adult,male,2012
Artibeus planirostris,49,60.98,adult,female,2012
Artibeus planirostris,48,61.32,adult,male,2012
Artibeus planirostris,48,60.22,adult,female,2012
Artibeus planirostris,42,60.29,adult,male,2012
Artibeus planirostris,30,57.01,juvenile,male,2012
Artibeus planirostris,41,60.07,adult,male,2012
Artibeus planirostris,44,60.02,adult,male,2012
Artibeus planirostris,41,57.33,adult,female,2012
Artibeus planirostris,48.5,59.72,adult,male,2012
Artibeus planirostris,48,59.47,adult,female,2012
Artibeus planirostris,47,60.71,adult,female,2012
Artibeus planirostris,42.5,59.13,adult,female,2012
Artibeus planirostris,44,58.83,adult,male,2012
Artibeus planirostris,41,61.84,adult,male,2012
Artibeus planirostris,42.5,60.96,adult,male,2012
Artibeus planirostris,40,58.52,adult,male,2012
Artibeus planirostris,47,62.67,adult,male,2012
Artibeus planirostris,47,56.9,adult,female,2012
Artibeus planirostris,45,61.02,adult,male,2012
Artibeus planirostris,40,57.55,adult,male,2012
Artibeus planirostris,36.5,55.77,adult,male,2012
Artibeus planirostris,38.5,54.14,adult,male,2012
Artibeus planirostris,39.5,54.05,adult,female,2012
Artibeus planirostris,44,59.7,adult,female,2012
Artibeus planirostris,46.5,60.79,adult,female,2012
Artibeus planirostris,48,57.24,adult,female,2012
Artibeus planirostris,44.5,61.05,adult,male,2012
Artibeus planirostris,40,59.09,adult,male,2012
Artibeus planirostris,54,59.3,adult,female,2012
Artibeus planirostris,44,59.42,adult,male,2012
Artibeus planirostris,48.5,60.66,adult,male,2012
Artibeus planirostris,43,62.49,adult,male,2012
Artibeus planirostris,40,57.46,adult,female,2012
Artibeus planirostris,41.5,60.55,adult,female,2012
Artibeus planirostris,39,62.11,adult,male,2012
Artibeus planirostris,38,60.47,adult,male,2012
Artibeus planirostris,48,60.95,adult,female,2012
Artibeus planirostris,37,59.78,adult,male,2012
Artibeus planirostris,41.5,60.38,juvenile,female,2012
Artibeus planirostris,40,60.42,adult,female,2012
Artibeus planirostris,40,61.55,adult,male,2012
Artibeus planirostris,40,60.64,adult,male,2012
Artibeus planirostris,40,59.29,adult,male,2012
Artibeus planirostris,47,62.22,adult,male,2012
Artibeus planirostris,42.5,57.57,adult,male,2012
Artibeus planirostris,35,58.45,juvenile,male,2012
Artibeus planirostris,41,60.52,juvenile,male,2012
Artibeus planirostris,42.5,56.31,adult,male,2012
Artibeus planirostris,41,60.01,adult,male,2012
Artibeus planirostris,39,56.69,adult,male,2012
Artibeus planirostris,39.5,59.11,juvenile,female,2012
Artibeus planirostris,42,59.23,adult,male,2012
Artibeus planirostris,42.5,58.72,adult,male,2012
Artibeus planirostris,40,59.52,adult,female,2012
Artibeus planirostris,44,60.32,adult,male,2012
Artibeus planirostris,46,59.3,adult,female,2012
Artibeus planirostris,38,57.94,juvenile,female,2012
Artibeus planirostris,44.5,59.2,adult,female,2012
Artibeus planirostris,41,58.26,adult,male,2012
Artibeus planirostris,41,59.99,adult,female,2012
Artibeus planirostris,72,63.64,adult,female,2012
Artibeus planirostris,44.5,59.31,adult,female,2012
Artibeus planirostris,45,61.81,juvenile,female,2012
Artibeus planirostris,45,62.64,adult,male,2012
Artibeus planirostris,39.5,60.68,adult,male,2012
Artibeus planirostris,46,59.71,adult,female,2012
Artibeus planirostris,45,59.13,adult,male,2012
Artibeus planirostris,38,57.87,juvenile,male,2012
Artibeus planirostris,45,59.74,adult,male,2012
Artibeus planirostris,36.5,57.63,adult,male,2012
Artibeus planirostris,43,57.1,adult,male,2012
Artibeus planirostris,42,60.57,juvenile,female,2012
Artibeus planirostris,44,59.98,adult,male,2012
Artibeus planirostris,41,59.57,adult,male,2012
Artibeus planirostris,37,59.81,adult,male,2012
Artibeus planirostris,35,58.27,juvenile,female,2012
Artibeus planirostris,44,61.5,juvenile,female,2012
Artibeus planirostris,49,59.71,adult,female,2012
Artibeus planirostris,43,56.87,adult,male,2012
Artibeus planirostris,45,59.47,adult,female,2012
Artibeus planirostris,44,60.69,adult,male,2012
Artibeus planirostris,45.5,60.46,adult,female,2012
Artibeus planirostris,46,60.3,adult,female,2012
Artibeus planirostris,37,56.88,juvenile,male,2012
Artibeus planirostris,62,59.8,adult,female,2012
Artibeus planirostris,46,59.16,adult,female,2012
Artibeus planirostris,47,62.61,adult,male,2012
Artibeus planirostris,45.5,60.81,adult,male,2012
Artibeus planirostris,48,61.17,adult,female,2012
Artibeus planirostris,37,60.43,juvenile,male,2012
Artibeus planirostris,38,58.9,juvenile,female,2012
Artibeus planirostris,42,58.73,adult,male,2012
Artibeus planirostris,37.5,59.45,adult,female,2012
Artibeus planirostris,44,57.74,adult,female,2012
Artibeus planirostris,44,58.66,adult,female,2012
Artibeus planirostris,39,57.63,adult,male,2012
Artibeus planirostris,40,60.25,adult,female,2012
Artibeus planirostris,40,58.76,adult,female,2012
Artibeus planirostris,45,60.58,adult,female,2012
Artibeus planirostris,42,58.25,adult,male,2012
Artibeus planirostris,48,60.19,adult,male,2012
Artibeus planirostris,45,59.68,adult,male,2012
Artibeus planirostris,45,59.68,adult,male,2012
Artibeus planirostris,44,60.53,adult,male,2012
Artibeus planirostris,41.5,59.07,adult,female,2012
Artibeus planirostris,55,59.64,adult,female,2012
Artibeus planirostris,46,58.11,adult,male,2012
Artibeus planirostris,41,62.41,juvenile,female,2012
Artibeus planirostris,39,58.92,adult,male,2012
Artibeus planirostris,42,59.71,adult,female,2012
Artibeus planirostris,41,60.56,adult,female,2012
Artibeus planirostris,40,60.28,adult,male,2012
Artibeus planirostris,37,57.98,adult,male,2012
Artibeus planirostris,40,60,adult,female,2012
Artibeus planirostris,42,59.25,adult,male,2012
Artibeus planirostris,46.5,58.89,adult,male,2012
Artibeus planirostris,36.5,59.06,juvenile,male,2012
Artibeus planirostris,40,59.72,adult,female,2012
Artibeus planirostris,41.5,60.68,juvenile,female,2012
Artibeus planirostris,51.5,62.47,adult,female,2012
Artibeus planirostris,41,58.84,adult,female,2012
Artibeus planirostris,40,60.21,juvenile,male,2012
Artibeus planirostris,39,59.29,adult,male,2012
Artibeus planirostris,43,59.28,juvenile,male,2012
Artibeus planirostris,40,60.6,adult,female,2012
Artibeus planirostris,36,59.39,juvenile,female,2012
Artibeus planirostris,41,58.14,juvenile,male,2012
Artibeus planirostris,45,61.66,adult,female,2012
Artibeus planirostris,46,60.08,adult,male,2012
Artibeus planirostris,39,59.67,adult,male,2012
Artibeus planirostris,41.5,58.73,adult,male,2012
Artibeus planirostris,29,56.76,juvenile,female,2012
Artibeus planirostris,35,59.52,adult,male,2012
Artibeus planirostris,43,61.77,adult,male,2012
Artibeus planirostris,36,52.09,adult,male,2012
Artibeus planirostris,43,60.78,adult,male,2012
Artibeus planirostris,42,59.21,adult,female,2012
Artibeus planirostris,40.5,59.62,adult,male,2012
Artibeus planirostris,40,59.34,adult,male,2012
Artibeus planirostris,39,57.43,adult,male,2012
Artibeus planirostris,44,62.91,adult,female,2012
Artibeus planirostris,36,59.23,juvenile,male,2012
Artibeus planirostris,35,58.25,adult,male,2012
Artibeus planirostris,42,60.33,adult,female,2012
Artibeus planirostris,39.5,60.16,adult,female,2012
Artibeus planirostris,44,61.71,adult,male,2012
Artibeus planirostris,43,64.06,adult,female,2012
Artibeus planirostris,42,59.59,adult,female,2012
Artibeus planirostris,34,60.46,juvenile,female,2012
Artibeus planirostris,40,58.33,adult,female,2012
Artibeus planirostris,43,60.79,adult,female,2012
